Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Hombre,27,Ciudad Autónoma de Buenos Aires,9,7,7,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UNS - Universidad Nacional del Sur,No,No,Sí,Developer,"Amazon Web Services, Google Cloud Platform/App Engine, Linux","Bash/Shell, C, C++, Perl",,"ElasticSearch, MariaDB",,Vim,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,50000,3,3,Menos de un sueldo,Mix de las anteriores,Uno,10,6,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,8,9,-1,"Horarios flexibles, WFH (Trabajar desde casa)",
Mujer,30,Ciudad Autónoma de Buenos Aires,1.5,1.5,1.5,0,Terciario,Completado,Diseño Gráfico,,"Sí, de forma particular",No,Sí,Developer,,"Javascript, TypeScript","React.js, Vue.js",,,"Visual Studio Code, WebStorm",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,70000,50000,3,3,Menos de un sueldo,Performance individual,No,0,0,En un trabajo anterior,Heterosexual,Respiratoria ,No,,101-200,Servicios / Consultoría de Software / Digital,8,6,1,"Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Ciudad Autónoma de Buenos Aires,12,10,5,0,Terciario,Completado,Analista Programador,,"Sí, de forma particular",No,No,Developer,,ABAP,SAP,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,50000,3,3,No,No recibo bono,Uno,10,3,Jamás,Heterosexual,,,,501-1000,Servicios / Consultoría de Software / Digital,5,8,8,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",Salesforce
Hombre,30,La Rioja,6,2,2,0,Universitario,Completado,Ingeniería en Informática,ITBA - Instituto Tecnológico de Buenos Aires,"Sí, de forma particular",No,No,Developer,"Amazon Web Services, Google Cloud Platform/App Engine, Linux","Java, Javascript, Scala",,,,Eclipse,Linux,Android,No,0,Bruto,Full-Time,70000,50000,2,2,Un sueldo,Mix de las anteriores,Uno,10,4,En un trabajo anterior,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,3,5,20,"Estacionamiento gratuito / subvencionado, Horarios flexibles",
Hombre,39,Río Negro,20,10,10,0,Terciario,En curso,Analista de Sistemas,,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,Windows Server,"Java, SQL, VBA",,SQLite,Test Complete,NetBeans,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,50000,3,1,No,No recibo bono,Uno,35,4,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,10,10,1,Ninguna de las anteriores,Google
Hombre,36,San Luis,10,2,2,0,Universitario,Completado,Ingeniería en Sistemas de Información,IUA - Instituto Universitario Aeronáutico,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Linux, VMWare, Windows Server","Bash/Shell, Java, Python",WordPress,"MariaDB, MSSQL, MongoDB, MySQL, PostgreSQL",,"Eclipse, Notepad++, Sublime Text, Vim, Visual Studio Code",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,70000,50000,3,2,No,No recibo bono,Uno,10,4,Jamás,Heterosexual,,,Ekoparty,501-1000,Otras industrias,6,5,100,Abono de celular y/o Internet,Mercado Libre
Hombre,31,Ciudad Autónoma de Buenos Aires,7,7,4,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,BI Analyst / Data Analyst,,SQL,,Oracle,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,52000,2,2,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,7,8,5,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Playroom, WFH (Trabajar desde casa)",
Hombre,32,Santa Fe,9,7,3,0,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, los pagó un empleador",No,Sí,Developer,Linux,"CSS, HTML, Java, Javascript, SQL","Bootstrap, Hibernate, Spring, Vue.js","MySQL, Oracle, PostgreSQL",Postman,"Eclipse, Notepad++, Visual Studio Code",Windows,Android,No,0,Neto,Full-Time,70000,53000,3,2,Menos de un sueldo,Performance de la compañía,Uno,22,5,Jamás,Heterosexual,Visual,No,Evento de angular y azure,1001-2000,Otras industrias,6,4,0,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas","Endava, sbi"
Hombre,30,Ciudad Autónoma de Buenos Aires,8,3,3,0,Terciario,Completado,Tecnicatura Superior en Sistemas Informáticos,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"AIX, Amazon Web Services, Docker, HP-UX, Kubernetes, Linux, OpenShift, Solaris, VMWare",Bash/Shell,,,,"Sublime Text, Vim",Linux,Android,"Sí, pasiva",0,Neto,Full-Time,70000,54000,3,3,Un sueldo,Mix de las anteriores,Uno,20,5,Jamás,Heterosexual,Visual,No,Vmug ,1001-2000,Otras industrias,9,7,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Licencia de paternidad/maternidad extendida",
Hombre,44,Ciudad Autónoma de Buenos Aires,18,12,12,0,Terciario,Completado,Analista de Sistemas,ICES,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Angular, Bootstrap, Hibernate, jQuery, VFP",MSSQL,"Postman, TFS","Notepad++, Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,54000,2,2,No,No recibo bono,Dos,18,6,En mi trabajo actual,Heterosexual,,,,501-1000,Otras industrias,6,3,7,Ninguna de las anteriores,Mercado Libre
Hombre,30,Ciudad Autónoma de Buenos Aires,9,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,"Amazon Web Services, Docker, VMWare","Groovy, Java, Python, Scala, SQL","Akka, Spring, Play, Lagom ","Cassandra, ElasticSearch, MariaDB","Selenium, ScalaTest","IntelliJ, Sublime Text, Vim",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),70000,55000,2,2,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,No,Meet Up,101-200,Servicios / Consultoría de Software / Digital,8,9,7,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Medallia, Mule Soft, Mercado libre"
Hombre,24,Ciudad Autónoma de Buenos Aires,5,0,0,0,Universitario,Incompleto,Ingeniería en Informática,Universidad nacional experimental de guayana,No,No,Sí,Developer,"Amazon Web Services, Azure, Firebase, Google Cloud Platform/App Engine, Windows Server","CSS, HTML, Javascript, TypeScript","Bootstrap, jQuery, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Jest,Visual Studio Code,Windows,Android,No,0,Neto,Full-Time,70000,55000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,10001+,Producto basado en Software,10,10,58,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas",
Hombre,24,Ciudad Autónoma de Buenos Aires,4,0,4,0,Universitario,En curso,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes,No,Sí,Sí,Developer,"Docker, Kubernetes","CSS, Javascript",React.js,,,"Visual Studio Code, WebStorm",Linux,Android,No,0,Bruto,Full-Time,70000,55000,3,2,No,No recibo bono,No,0,0,Jamás,Bisexual o queer,,,,2001-5000,Producto basado en Software,9,9,15,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)",Meli
Hombre,33,Ciudad Autónoma de Buenos Aires,5,5,4,7,Secundario,Completado,,UBA - Universidad de Buenos Aires,No,No,No,Funcional,"Linux, VMWare","C++, C#, Java, Javascript, Python, SQL",,"MySQL, Oracle, PostgreSQL",,Notepad++,Windows,Android,No,0,Bruto,Full-Time,70000,55000,3,2,No,No recibo bono,Uno,17,4,Jamás,Heterosexual,,,,51-100,Producto basado en Software,8,6,5,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Ciudad Autónoma de Buenos Aires,2,2,2,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Technical Leader,Amazon Web Services,"Ruby, SQL",Rails,"MongoDB, PostgreSQL, Redis","Postman, Minitest",Sublime Text,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,55000,3,4,No,No recibo bono,Uno,65,6,Jamás,Heterosexual,,,Meetups,11-50,Otras industrias,9,6,7,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,32,Ciudad Autónoma de Buenos Aires,6,6,5,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Linux, VMWare, Windows Server",Bash/Shell,,"MariaDB, MSSQL, MongoDB, MySQL",,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,55000,3,3,No,No recibo bono,Uno,23,4,Jamás,Heterosexual,,,,1001-2000,Servicios / Consultoría de Software / Digital,6,7,15,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",Ml
Hombre,30,Ciudad Autónoma de Buenos Aires,6,0,1,0,Universitario,Completado,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,No,No,No,Product Manager,,,,,,,Windows,Android,No,0,Bruto,Full-Time,70000,55000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,6,6,9,"Clases de idiomas, Horarios flexibles",
Hombre,38,Córdoba,10,10,8,4,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Architect,"Linux, Windows Server",".NET, C, C#, Python, TypeScript, VBA",".NET Core, Angular, Bootstrap, Hibernate, Node.js","MSSQL, MySQL, PostgreSQL","Cucumber, NUnit","Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,55000,2,2,3+ sueldos,Performance de la compañía,Dos,17,3,Jamás,Heterosexual,,,,51-100,Otras industrias,7,5,7,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Viajes al exterior, Viáticos",
Mujer,34,Córdoba,7,0,0,0,Terciario,En curso,Diseño Multimedial,ISSD - Instituto Superior Santo Domingo,"Sí, de forma particular",No,No,Developer,"Docker, VMWare","CSS, HTML, Java, Javascript, SQL","Bootstrap, jQuery, Node.js, React.js, Spring","MySQL, Oracle","JUnit, Karma, Postman, Visual Studio Coded UI","Eclipse, IntelliJ, Sublime Text, Vim, Visual Studio Code, WebStorm",Linux,Android,No,0,Bruto,Full-Time,70000,55000,3,3,No,No recibo bono,Uno,20,4,Jamás,Homosexual,Visual,No,Ninguno,1-10,Servicios / Consultoría de Software / Digital,8,5,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Globant, despegar, olapic"
Hombre,29,GBA,1,0,1,0,Universitario,Completado,Ingeniería en Informática,UGD - Universidad Gastón Dachary,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Linux","Python, R, SQL",Spark,"Amazon Redshift, Amazon RDS/Aurora, Apache Hive, Teradata",,"IPython / Jupyter, Notepad++, RStudio",Windows,Android,No,0,Bruto,Full-Time,70000,55000,4,4,Un sueldo,Performance individual,No,0,0,Jamás,Homosexual,,No,,501-1000,Otras industrias,9,6,4.35,"Abono de celular y/o Internet, Estacionamiento gratuito / subvencionado, Snacks, golosinas, bebidas",OAuth
Hombre,38,Provincia de Buenos Aires,15,10,8,0,Universitario,Completado,Ingeniería en Software,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Linux","Bash/Shell, Perl",,"ElasticSearch, MariaDB, MongoDB, PostgreSQL",,Vim,Linux,Android,"Sí, pasiva",900,Porcentaje de mi sueldo,Full-Time,70000,55000,2,3,No,No recibo bono,Uno,24,4,En un trabajo anterior,Heterosexual,Visual,No,Charlas de TandilSec,101-200,Producto basado en Software,9,7,1,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,25,Ciudad Autónoma de Buenos Aires,6,1,1,2,Universitario,En curso,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Docker, Firebase, Linux, Serverless",".NET, C#, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery, Laravel, Node.js, Symfony","Amazon DynamoDB, ElasticSearch, MariaDB, MSSQL, MongoDB, MySQL, PostgreSQL, Redis, SQLite","Jest, Mocha, PHPUnit, Postman","IntelliJ, PHPStorm, WebStorm",Linux,iOS,No,0,Bruto,Full-Time,70000,56000,2,2,No,No recibo bono,Dos,22,4,Jamás,Heterosexual,,No,Meetups,51-100,Producto basado en Software,7,9,8,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,32,Ciudad Autónoma de Buenos Aires,11,2,1,2,Terciario,Completado,Analista de Sistemas,ORT,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Docker, Linux, OpenStack","CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Cordova, Hibernate, jQuery, Node.js, Spring","MongoDB, MySQL, Redis, Sybase","JUnit, Karma, Postman, Selenium, SoapUI","Eclipse, IntelliJ, Visual Studio Code",Windows,iOS,No,0,Bruto,Full-Time,70000,56000,2,2,No,No recibo bono,Uno,20,4,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,6,9,8,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas","Mercadolibre, garbarino, despegar, al mundo, etermax "
Hombre,28,Ciudad Autónoma de Buenos Aires,3,3,1,1,Universitario,Incompleto,Ingenieria Mecatronica,UNEXPO,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Linux","Java, Javascript, Swift, TypeScript",React.js,,"Appium, Cypress, Jest, JUnit, PHPUnit, Selenium","IntelliJ, Visual Studio Code, WebStorm, Xcode",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,56000,3,3,No,No recibo bono,Dos,11,6,Jamás,Pansexual,,No,"Swift BA, NSConf",101-200,Producto basado en Software,10,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,26,Córdoba,6,0,3,0,Terciario,Completado,Analista de Sistemas,IES Siglo 21,"Sí, de forma particular",No,Sí,Developer,Windows Server,".NET, C#",.NET Core,"MSSQL, MongoDB, Oracle",,"Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,56000,3,2,No,No recibo bono,No,0,0,Jamás,Homosexual,,No,,51-100,Producto basado en Software,6,6,8,"Gimnasios gratuitos / subvencionados, Horarios flexibles",
Hombre,28,Mendoza,4,0,0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine","Objective-C, Python, Ruby, Swift","Django, SwiftUI","MongoDB, MySQL","Appium, Selenium","Android Studio, Atom, Eclipse, IntelliJ, Xcode",Mac OS X,iOS,No,0,Bruto,Full-Time,70000,56000,3,2,No,No recibo bono,No,0,6,Jamás,Heterosexual,,No,Meet Up ux ,101-200,Producto basado en Software,9,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)","Eventbrite, Globant, Belatrix"
Hombre,38,Ciudad Autónoma de Buenos Aires,15,10,10,0,Posgrado,En curso,Ingeniería en Informática,Universidad Americana,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,DBA,"AIX, IBM Cloud / Watson, Linux","Bash/Shell, Python, R, SQL",,"IBM Db2, Oracle",,"RStudio, Sublime Text, Vi",Mac OS X,iOS,"Sí, pasiva",12000,Bruto,Full-Time,70000,57000,3,3,Menos de un sueldo,Mix de las anteriores,Uno,15,3,Jamás,Heterosexual,,,Meetup Polo TIC Misiones,2001-5000,Servicios / Consultoría de Software / Digital,10,10,-1,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",IBM JP Morgan ML Oracle 
Hombre,22,GBA,3,0,0,0,Universitario,En curso,Ingeniería en Informática,UM - Universidad de Morón,No,Sí,Sí,Developer,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, SQL, TypeScript","Node.js, React.js",PostgreSQL,"Jest, Postman",Visual Studio Code,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,57000,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,40,6,Jamás,Heterosexual,,No,,1-10,Servicios / Consultoría de Software / Digital,8,9,60,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,34,Ciudad Autónoma de Buenos Aires,6,2,2,1,Terciario,Completado,Tecnicatura en Sonido,EMBA,"Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, *BSD, Kubernetes, Linux","Bash/Shell, CSS, HTML, PHP",,"Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, Redis","Postman, Selenium","Sublime Text, Vim",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,70000,58000,3,3,No,No recibo bono,Uno,15,5,En un trabajo anterior,Heterosexual,,No,,101-200,Producto basado en Software,2,9,4,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,25,Ciudad Autónoma de Buenos Aires,2,2,2,0,Universitario,Completado,Ingeniería en Informática,Universidad Católica Andrés Bello (Núcleo Guayana),No,No,No,Developer,"Amazon Web Services, Docker, Firebase, Kubernetes, Linux","Bash/Shell, CSS, HTML, Javascript","Bootstrap, Node.js, React.js","ElasticSearch, MongoDB","Mocha, Postman","Sublime Text, Visual Studio Code",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,58000,2,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,No he asistido en el último año a ninguno,11-50,Producto basado en Software,7,10,17,"Clases de idiomas, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,46,Ciudad Autónoma de Buenos Aires,23,10,1,16,Universitario,Incompleto,Analista de Sistemas,UK - Universidad Kennedy,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Architect,"Amazon Web Services, Azure, Google Cloud Platform/App Engine","Bash/Shell, Go","Node.js, Terraform",,TFS,"Notepad++, Visual Studio Code",Windows,iOS,"Sí, pasiva",10,Porcentaje de mi sueldo,Full-Time,70000,58000,1,1,Menos de un sueldo,Performance individual,Dos,30,6,Jamás,Heterosexual,,,GCP Summit,5001-10000,Servicios / Consultoría de Software / Digital,4,8,8,"Abono de celular y/o Internet, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Lactario en la oficina, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)",
Hombre,35,Ciudad Autónoma de Buenos Aires,13,1,1,0,Secundario,Completado,Analista de Sistemas,,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"AIX, Amazon Web Services, IBM Cloud / Watson, Linux, VMWare, Windows Server",Bash/Shell,WordPress,"Amazon RDS/Aurora, MariaDB, MySQL",,,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,70000,58100,2,2,No,No recibo bono,Dos,40,6,Jamás,Heterosexual,,,"Aws, nutanix, lenovo",1-10,Servicios / Consultoría de Software / Digital,4,7,10,Abono de celular y/o Internet,google
